name,content
,你好: 不曉得˙你是什麼樣的問題?? 我個人推薦 SOGO 新生路 典範牙科 !!!!!! 裡面醫生都很親切 參考資料 teresa
,之前去過典範問....好貴
,"推薦你去典範看看 , 我們一家人都在那看牙,不過價格很貴是真的.院長技術不錯.人超客氣的..我有個同學給他作假牙也還蠻滿意的. 參考資料 無"
,"中壢新生路上有一間典範牙醫 他有附設""青少年兒童牙科"" 地址：中壢市新生路187號(SOGO百貨右前方) 電話：426-6866 網址：http://www.beautysmile.com.tw/main.htm 朋友的小孩第一次去典範看牙就被綁在診療椅上 雖然是經過朋友同意之後才做的動作 但讓她和小孩都歷經了一場不愉快的看牙經驗 "
,當初我是被 奇摩知識推 典範牙醫去的 ~ 第一次我兒子被塗了氟~因為我兒子有註牙~第二次去就抽了牙神經~我兒子很害怕~害怕到嚎啕大哭~比女人生小孩叫的還慘 ))...跟本沒有耐心安撫我兒子~才一會我們父母就被請出診間~接下來我兒子就被五花大綁了~(一位護士壓..一位護士拿機具)...我兒子經歷了四十幾分鐘的驚魂....本來第一次去被告知只要套一個牙套3000...但當天我兒子被套了兩個牙套..花了6000....經過這一次(我們好心疼)...下次不會在去典範了~正在煩惱下一次要如何帶兒子~看牙醫的媽媽..
,"典範超爛!!!!! 而且我剛剛才被坑!!! 就說蛀牙~給我敲敲補補(也沒說建議我怎麼用哦~~) 後來去櫃台 小姐就說自費部分""$25,000"" !!!! 我都快氣死了~~~ 醫生也沒事先告訴我!!! 髒話都快飆出來"
,"我推典範,設備比我之前哪看的一家還好，還有我對他服務態度很滿意......>如果你明天有預約,他會在今天晚上打電話提醒你明天有預約..我想會這麼在意客人的店因該很少把_"
,推薦你 中壢慈惠三街130號(SOGO元化館附近) @格林牙醫診所@ 我牙齒的問題都交給他們！ 那_的醫生都蠻有水準的.。設備先進..服務也不錯! 裝潢也是一級棒!人不少倒是真的! 電話:03-4225967 03-4272600 參考一下吧! 參考資料 ｍｅ
,"推薦中原大學附件中北路的品臻診所 我是由陳朝元醫生幫我植的牙 我也是超怕痛的 治療中可能會痛時 醫生都會事先提出警告, 讓你作好心理準備 但治療全程除了打麻藥, 幾乎不怎麼會痛耶 一顆65,000 , 費用是分二次付 前期30,000, 完成後再結清尾款35,000 因為植牙是自費治療項目, 就不再收掛號費了 我是去年年初植的, 到目前為止都還沒有任何異常發生"
,我是在中原大學前面那家 中壢市中北路49號品臻牙醫診所拔智齒的 蠻快速方便的 但是拔完智齒居然還幫我縫線，說傷口閉合後不會太大 個人覺得沒必要還要被削一次拆線的掛號費跟健保費用
,第一...亞緻牙醫診所或是新典美學牙醫診所.... 女醫師....胡玉珊醫師..她很年輕...態度很好...技術不錯...很細心... 因為她兩家診所都有看診...所以...你可以查一下她的看診時間.. 據我所知...她星期四是在新典美學牙醫診所(在中壢高中斜對面三光路上)... 男醫師...夏光宇醫師...對病患超好...連約診都會自己跟病患約... 以上兩位皆是台大畢業的牙醫師
,"謝謝大家的意見~~我自己有找到一間不錯的牙醫診所 在中壢高中斜對面叫 新典美學牙醫診所 地址在中壢市三光路60號1樓 電話:03-4911668 那間牙醫裝潢上和醫療設備算的上是中壢地區頂級的 醫生和護士服務和技術都很不錯 我進去都還要換拖鞋呢... = ="" 我是上個禮拜去做根管治療 給一個女醫生看的 醫生名字叫胡玉珊 醫生還是台大醫學系醫師喔 至於費用每間牙醫都依樣是 掛號費100+部分負擔50=150 總之推薦給大家就是囉^^"" 還有他的網站 http://www.beautysmile.com.tw/"
,新典美學牙醫診所 中壢市三光路６０號１樓　（有停車場） ０３－４９１１６６８ 推薦夏醫師 參考資料 我自己
,第一...亞緻牙醫診所或是新典美學牙醫診所.... 女醫師....胡玉珊醫師..她很年輕...態度很好...技術不錯...很細心... 因為她兩家診所都有看診...所以...你可以查一下她的看診時間.. 據我所知...她星期四是在新典美學牙醫診所(在中壢高中斜對面三光路上)... 男醫師...夏光宇醫師...對病患超好...連約診都會自己跟病患約... 以上兩位皆是台大畢業的牙醫師
,你好你可以到中壢的壯青牙醫診所來看看喔~~ 他們家每一種矯正器都有喔!!醫生人也超親切的啦 他們在中華電信的斜對面喔~~一般來說的話LH的矯正線好像會 比較貴一點喔@@可以先打電話去問問
,你好在中壢地區有一家壯青牙醫診所喔!在中華電信後門對面 他們評估都是免費的喔!!你可以去那看看 醫生人超親切的啦!!!
,這家是我去做牙套的診所醫生是:陳文智 醫生人很好 都會告訴怎樣做是最好的辦法 也不會刻意要多賺錢的感覺
,"中壢市龍東路上的隆豐牙醫蘇醫師是一位經驗豐富的醫師,他會站在為病人好的立場來處理牙齒的問題,該診所的收費我覺得是還好,不是最低價也不是最高價,重點是醫師真的很好,你可以參考一下. 不過他病人滿多的,最好先電話預約:03-4661634"
,"我推薦中壢市龍東路上隆豐牙醫的蘇醫師,蘇醫師人脾氣好,經驗豐富,會站在為病人好的立場治療,我很信任他的為人和醫術,你可以參考看看. 看診最好要預約,病人滿多的. 電話:03-4661634"
,"我個人拔智齒的親身經驗,我推薦: 中壢市龍東路 隆豐牙醫蘇醫師 參考資料 自己"
,"我知道中壢有一家""隆豐牙科診所"" 裡面的""蔡婉如""醫師是矯正的專科醫師 你可以先去那評估看看 費用都是分期付款的 她看診的時間 可以先打電話詢問 03-4367671"
,中壢市龍東路上的隆豐牙醫~蘇醫師~~人好又有醫德~大力推薦
,"小弟也是從彰化來中壢工作 正好住在龍岡圓環旁邊, 剛來中壢就因為蛀牙痛苦不堪 在中原那邊看了很多牙醫, 看到我會害怕, 因為技術實在 令人不敢恭維! 而且非常沒有醫德, 一直要你拔牙才可以 賺裝假牙的錢! 後來我一個專門做牙科器材的朋友推薦 小弟去龍東路上(*接近龍德路口)那邊有一家隆豐牙科 找一個叫陳昱宏的醫生(*除了陳醫生其他我就不推薦) 技術真的是相當不錯, 不然就是掛號署桃的黃主任, 技術 也是非常棒!但是署桃的器材衛生實在叫人害怕! 因為我 磨牙很嚴重 所以必須做咬合板, 一般診所做咬合板要6千元 只有去署桃(牙科)才可以健保給付~ 所以 以上兩名技術跟醫德都相當卓越的醫生推薦給您"
,想請問位於桃園市的牙醫診所做牙齒嬌正的費用?技術? 我今年想要去做牙齒嬌正 不過對於該選擇哪家醫院以及預算多少 卻完全沒有個概念 檢視圖片我推薦你到~德安牙醫診所 桃園縣中壢市忠孝路一一一號 03 4352610 醫師本人是南部上來的~很多遠從南部的人大老遠來給他做~他的 病患都是給他做過的人介紹來的喔~ ~醫師的技術超好的喔~檢視圖片 ? 價位也要給醫師評估過~實際情況~不比較貴會喔! ? 
,你好，中壢的有一間牙醫不錯，醫生很專業 價錢公道 品質不錯 診所內超乾淨的，器材也非常乾淨，自已有去過 在中壢市新生路139號 台大聯安牙醫 早上9?到晚上21?
,你住中壢那可以去當代牙醫診所阿 他還有個新當代牙醫診所專門在植牙的 不過我是不用植牙啦 我都去當代牙醫診所洗牙 補蛀牙等 不定時都會去那_做檢查 裡面的環境很好喔~ 像我想要補蛀牙時 醫師都會順便幫我看一下牙齒有沒有需要修補的地方 像我有顆之前有再別家牙醫診所做根管治療 好幾年前了 後來是用海綿暫時的覆蓋住，就沒再理它了= = 當代牙醫診所的醫師看到 說我不能這樣下去 因為不趕快做治療 就會像樹木沒有水份枯萎 我就只能植牙了 後來我整個嚇到 植牙那麼貴我哪有錢阿 就有找醫師幫我做假牙 我知道他們的植牙跟別家牙醫診所不太一樣 他們是高壓氧植牙，雖然沒做過 但滿多藝人都是在這邊看牙的 網站還有部落格很多資料，你可以先參考看看 http://tw.myblog.yahoo.com/jw!Hus4cR2fHxN6whFkTRreEXWN/
,你住中壢阿！ 那很好阿 你可以去當代牙醫診所阿 他還有個新當代牙醫診所專門在植牙的 不過我是不用植牙啦 我都去當代牙醫診所洗牙 補蛀牙等 不定時都會去那_做檢查 裡面的環境很好喔~ 像我想要補蛀牙時 醫師都會順便幫我看一下牙齒有沒有需要修補的地方 像我有顆之前有再別家牙醫診所做根管治療 好幾年前了 後來是用海綿暫時的覆蓋住 就沒再理它了= = 當代牙醫診所醫師看到 說我不能這樣下去 因為不趕快做治療 就會像樹木沒有水份枯萎 我就只能植牙了 後來我整個嚇到 植牙那麼貴我哪有錢阿 就有找醫師幫我做假牙 ? 唉唷 我講很多總之是真心推薦當代牙醫診所啦~~~
,一間牙醫診所有好的也有差的醫師，如果你朋友在當代牙醫有認識的，請他介紹，不然最好還是不要去這間。 我媽跟我都去過一次，從此沒再去過。我媽那時牙齒不舒服，去當代看，一個女醫師跟我媽說之前的假牙有問題，需要把三顆假牙重做一次，包括已蛀掉那顆，共要做四顆假牙，後來我建議我媽找其他診所再看一次，結果證明當代女醫生在唬爛，為了做業績這樣不擇手段，真是沒醫德。
,你可以去中壢市中央西路 當代牙醫 我女兒都在那_看
,"要看你是要看什麼問題而定吧！ ex: 洗牙，補牙，矯正，植牙，牙周病，美白....等等) 每個醫師的專業領域都有所不同 了解自已可能要做些什麼療程時 才有辦法幫你推薦喔~~~ 不過，像我本身的一些療程(補蛀牙之類的) 我是給Dr.林看 普通的療程之外，Dr.林也專攻""矯正"" 因為他會安撫患者的心情 也會給良心的意見啦 那如果是植牙的話 就會推薦Dr.宋 因為技術真的不錯 所以如果你有決定看牙齒的話 真的可以去中壢的 ""當代牙醫 "" 參考資料 自已"
,"當代牙醫挺不錯的,我2顆智齒都在那拔的 找院長...在SOGO中央館附近"
,矯正牙齒費用會跟使用材質、牙齒狀況有關 而且牙齒矯正的費用一向都是不便宜 不過建議不要找太便宜的 以免用到黑心的東西 中壢的中央西路上有間當代牙醫診所很不錯 診所很大間裡面有很多科別的醫師 例如牙周病 植牙 齒顎矯正 兒童牙科等 畢竟分科醫師感覺更專業可以針對不同的症狀做治療 或許可以考慮看看 去做個諮詢多了解 這是診所官網 http://www.modern-dental.com.tw/service_main.htm 提供你參考看看
,希望你有牙齒的問題千萬別輕忽， 推薦你 我的牙醫師 在中壢的當代牙科 宋醫師 03-4948311 希望他能幫助你的問題
,"我推薦你可以去中壢一家""當代牙醫""找他們的院長---宋志豪,聽說他目前是桃園縣植牙植最多顆牙的醫師.. ADD:中壢市中央西路二段45號 TEL:(03)4948311"
,我推薦 名稱:當代牙醫診所 電話:03-4948311 地址:桃園縣中壢市中央西路二段45號 該診所內牙醫師都有做全口假牙10年以上經驗 有些醫師從長庚.榮總.署立桃園醫院 派來的 有些醫師不但是此診所之醫師ㄝ是 現任敏聖.壢新醫院牙科主任 您可去看看 謝謝~!!!!
,"千萬不要去""當代牙醫"" 我同學也是門牙斷掉 結果去做門牙 真的有夠貴的! 前後根管 也做超級久(根本是A錢 居然有人作根管做到 前後去了8次 ) 希望對你有幫助!!"
,其實做假牙不算貴啦 比起植牙會覺得假牙不算什麼= = 植牙才是有錢人的權利吧 妳住新竹喔 你如果住中壢的話 我會推薦你去當代牙醫診所.. 看你想不想要跑一趟啦 不過我覺得你不要特別要求便宜的牙醫診所] 假牙用的不好會不夠密合 這樣是很容易二次蛀牙的.. 有可能把你原先的牙齒都蛀掉 到時就得不償失了~
,"在中壢的建成中醫旁邊，有一間好像叫""當代""牙醫or""台大""牙醫，忘了叫哪一個了.... 你可以去看看，我一年多前去的，還不錯....... 不過是一年多前~""~可能還二年了勒..........."
,"桃園當代牙醫不錯,植牙技術也很好 植牙有分傳統與微創植牙 傳統植牙就是以高速鑽頭進行手術 微創植牙就是以水雷射代替傳統鑽頭進行手術 傳統植牙大約5~10萬 微創植牙大約8~12萬 微創植牙雖然貴,但真的比傳統植牙舒適很多 術中幾乎不太會疼痛,術後腫脹程度又很低 且治療時間很短 所以如果要植牙我會建議用微創植牙(水雷射輔助) 詳細情形,建議先掛號給醫師診斷,再做最後的處理 ~謝謝~ by dyliter"
,推當代牙醫 在中央西路上(紫色招牌蠻好認的) 他們那有專門的植牙中心 我當初是給它們的葉立維院長用的 人很好
,也推當代牙醫 之前去看過覺得很不錯 會先針對全口的狀況做診斷 像我的狀況比較麻煩 還有牙周病 所以醫生是建議我說先把牙周病治好 再開始植牙 這樣對我才是好的
,當代牙醫診所... 我可以說...他們的器械消毒算是乾淨...有些太小型的診所..會不建議你去就診... 因為...通常小型的診所會因為節省的關係..常常許多該以拋棄方式處理的東西...都會一直沿用!!(例如...醫生或是護士的手套...病患的圍巾之類的).. 醫師的部分..可以找林永順醫師..或是方立人醫師... 林醫師較擅長與病患溝通...方醫師...屬於沉默寡言型的醫師... 不過兩位醫師的技術都不錯...而且也很細心..動作很溫柔.... 電話...03-4948311....4946054....
,當代牙醫的醫生是都植牙專科的 而且還有配合專門做假牙的醫生 最近剛開始治療牙周病 治療過程都蠻舒服的 而且護士也會提醒要注意的地方 現在就等牙周病治好 就能植牙了
,中壢的話 我都去當代牙醫 在中央西路二段 紫色招牌那間 他們費用說明或是一些問題的講解都滿清楚的
,"今天陪著女王去牙醫診所檢查 順便洗洗牙 一進去 護士都很熱情的帶著我們進行掛號手續 沒想到 再掛號前 護士小姐竟然跟我說 初診掛號費用 要收300元....{用健保卡掛的喔) 當下聽了 嚇一跳 心情也跟著不好 心裡想 不是都收150 元 為什麼要再收 150元 告示牌寫道: 須限制掛號人數 以及提升醫療品質...等等字樣 初診病患將收300元掛號費 雖然店面裝潢得很華麗，但也不需要收費這麼貴吧!! 女王說她不想找了 就直接這家吧...當下就付了300元掛號... 當女王進去醫療間看診的同時 我又問了一次 ""為什麼掛號費要這麼貴"" 護士小姐回答我""作業流程，掛號等其它手續 合計的費用"" 只有初診才這麼收... 我聽到更是無言....還補上一句 ""早上100元 ， 下午150元 晚上 200元.... 挖哩勒 是怎樣 掛號費還可以自己定? 請了解健保的朋友 幫幫我解解難題吧!! ================================ 地點:桃園縣中壢市 診所:當X牙醫 ================================= Q1:健保局所制定的健保費沒有統一嗎? 診所可以制定 Q2:這樣的收費方式有違法嗎?? Q3:可以投訴嗎? ? 分享到"
,如果你要找中壢牙醫診所的話 那可以去新當代牙醫診所植牙阿! 他們除了有舒眠植牙外 還有高壓氧植牙 像舒眠植牙的話是在睡覺的情況下植牙 真的比較沒那麼害怕耶~我自己只有植臼齒而已 我那時候好怕看牙喔 可是起來之後牙齒莫名的就植好了! 會有個麻醉科醫師在旁邊監控啦!~ 而且還要身體檢查 因為每個人體質不同 要知道說麻醉的程度要有多深吧! 新當代牙醫診所設備非常齊全 除了做舒眠植牙外 我後來也有做高壓氧艙 就是幫助傷口癒合的比較好 不會說很容易引起細菌感染 這個需要排時間的喔，因為很多人在那邊植牙 所以你要預約才可以過去~ 做高壓氧艙時間滿久的 裡面還有電視牆可以看 比較不無聊囉！ http://tw.myblog.yahoo.com/jw!Hus4cR2fHxN6whFkTRreEXWN/ 先去看他們的部落格吧 滿多資料的~
,中壢桃園的植牙比較便宜喔~差不多七萬吧! 我記得我有朋友在台北植牙，他說要八萬~ 我阿公是去中壢的新當代牙醫診所 我記得院長宋志豪醫師他還有另一家是當代牙醫診所 然後專門在植牙的是在新當代牙醫診所 離的不遠喔！ 我阿公植牙的宋醫師會先看你口腔的問題 因為有些人會有牙周病 好像不能植牙之類_吧 像我阿公是口腔沒啥問題 狀況很好就接受了植牙 而且這家診所植牙不貴 台北的價錢貴的要死= = 我阿公還有用高壓氧植牙 就是好像植完牙後 坐進去那個高壓氧艙 可以讓傷口癒合較快 至於你說會不會很痛喔 不會很痛吧線在的技術那麼好了 再植牙的過程中是不會痛得 而且他們有舒眠牙醫 好像是在睡著的情況下植牙 這樣也不用說心裡怕得要死~
,新當代牙醫主要就是做植牙 一些自費的項目 他們的高壓氧植牙在中壢很有名喔~ 診所比較靠近中壢夜市 在同一條路上喔 我覺得你可以先給醫生看一下耶 因為舒眠牙醫這個是要自費 你要評估看需不需要用到這麼大的工程 通常都是植牙 這種手術時間比較久 然後比較可怕才會做舒眠牙醫 像我就是選擇舒眠植牙+高壓氧 舒眠牙醫真的是在你睡著的情況下植牙 所以過程中真的不是很清楚~ 你很勇敢耶 拔牙不會怕 拔牙我反而覺得最不舒服 尤其是智齒 臉都會腫個幾天 >< http://tw.myblog.yahoo.com/jw!Hus4cR2fHxN6whFkTRreEXWN/ 這是當代牙醫的部落格 滿多資料的~
,如果你有牙周病的話 一定要先治療才能植牙阿 不然你手術的人工牙根到時掉下來怎麼辦.. 骨頭條件本來要好啦~~一步一步慢慢來囉! 如果你要全口植牙的話 價錢當然會不便宜 但你可以問醫師有沒有比較經濟實惠的方法 不一定每個牙齒都要植牙吧 我媽是去新當代牙醫診所請宋志豪醫師幫他植牙~~ 新當代牙醫診所是專門在做植牙的 他們有一種高壓氧植牙是個很特別的東西喔 有很多醫學美容有高壓氧 但高壓氧植牙是第一次被使用 所以其實我陪我媽媽去看牙的時候 看到這個高壓氧艙都覺得好酷喔. 而且他們的診所也太大了吧 = = 跟一般小型的牙醫診所不太一樣 像我媽也是去做高壓氧植牙 雖然他只有做一顆植牙 但是他們植牙完後都一定會請患者到這個高壓氧艙 好像標榜傷口癒合快 吸入的好像是什麼純氧 就是比較不會容易有細菌感染 不然植牙這個手術~~~ 術後保養是非常重要的... 剛有幫您查了一下宋志豪醫師的部落格 應該滿多資訊的 你可以看看 http://tw.myblog.yahoo.com/jw!Hus4cR2fHxN6whFkTRreEXWN/
,植牙需要好好研究而且很重要喔! 我是滿推薦你去新當代牙醫診所的 因為好的植牙診所會推薦符合你個人需求的植牙治療 這邊以我自己的例子推薦給你 因為我本身很怕痛所以看到那間診所不會痛的植牙真的很心動 後來自己也跟你一樣有上網找資料 看到新當代牙醫診所就決定去問問看 他們的服務人員態度超好(不得不稱讚一下)因為我的問題真的很多! 但是就算我有預約，還是要等個20分鐘 人真的很多 諮詢的過程都還不錯 後來決定在新當代牙醫診所做植牙的療程 植牙沒有我想像中的痛但是有一點點腫 所以再植完牙我有去坐高壓氧艙幫助我傷口好快一點 現在牙齒整個超級健康! 不過後續牙齒的保健阿清潔還是要靠自己來才對喔!!
,那你朋友是給哪裡的牙醫診所植牙的阿? 我覺得現在牙醫診所很多 可是真的可以成為植牙權威的感覺好像不多耶 不然你朋友的媽媽植牙怎會被植壞. 我阿公是去中壢的新當代牙醫診所 我記得院長宋志豪醫師他還有另一家是當代牙醫診所 然後專門在植牙的是在新當代牙醫診所 離的不遠喔！ 我對這不太了解啦 但是好像我媽有認識裡面_誰 後來先給這個醫師檢查一下 宋醫師會先看你口腔的問題 因為有些人會有牙周病 好像不能植牙之類_吧 像我阿公是口腔沒啥問題 狀況很好就接受了植牙 而且這家診所植牙不貴 台北的價錢貴的要死= = 像我阿光還有用高壓氧植牙 就是好像植完牙後 坐進去那個高壓氧艙 可以讓傷口癒合較快 你可以先帶你媽媽給宋醫師評估一下~
,只有這一家星期日中壢市有看診的牙科
,原上品杏林牙醫的三位葉醫生~葉斯柔、葉佳斌、葉建新醫師因與上品合約到期的關係~在元化路合開了一間綠光牙醫診所...整棟有五樓~一到三樓都為看診區...五星級的裝潢~還有電梯、暖氣...最重要的是舒適且隱私的醫療環境還可以看到熟悉的助理小妞們^^ 雖然現在才剛開幕~不過指定三位葉醫生的病患還是很多所以強烈的建議先打電話來預約時間~不然現場等侯的話可能會有點辛苦哦!!!媽媽到時來的時候~可以跟佳斌醫生說您是po知識家來詢問的相信佳斌醫生應該會很感動的哈~到時見啦~小朋友的媽媽^^
,"我本人也超怕看牙醫喔 埔心我是不知道 不過我超推薦中壢火車站附近 蕭憲徽醫師開的""歐唯貝斯"" 他拔牙也不會痛喔>< 真的超厲害 也可以在FB上收尋到他 不過要提早預約~"
,"格林牙醫陳亦舟 上次拔水平智齒五分鐘搞定 其他診所都不敢幫我拔智齒,之前在大醫院拔經驗很差只有這間 有辦法，我也是嘴巴小還要挖開"
,推格林，拔一顆不到十分鐘。晚上還可以吃燒烤！
,"格林的是根管專科醫師,如果你的是難症才需要找專科醫師做"
,剛拔完是長←的智齒~~我推薦格林牙醫陳奕舟醫生!!!
,格林牙醫 每次去都一堆人 可是我都等不到十分鐘
,推慈惠三街的格林牙醫。醫生很細心..
,慈惠三街的格林牙醫。今年初才去那邊看診。醫生和助理都很不錯。可以參考看看..
,格X牙醫我之前去過一次，但從此就不再去了。 那天本來想要詢問矯正的資訊(感覺儀器比較新所以來試試) 但後來沒有，想說都掛號看診就請她幫我看看有無蛀牙補一下。 這名女醫生叫張X靜。一開始我就說明自己很怕看牙醫、也很怕痛和酸 一開始她還算客氣，真正幫我補蛀牙的時候，我從來沒遇過這麼痛的過程 因為她幫我補蛀牙非常酸，那種很痛苦的感覺讓我抽動一下，她居然用很嚴厲的聲音說： 「不要動。」過程中實在太酸痛我很難忍受頻頻舉手，她完全忽視 過程很久很漫長。終於，我畢生最痛苦的補蛀牙經驗結束了(我還痛到悄悄落淚) 她沒有半句正常醫生會說的例如回去1小時內先不要進食什麼的這種話，就準備離去 態度很不好。她離開前我問說，醫生我的舌頭有點痛 (其實在剛才的過程我就痛了很久，但嘴裡有機器，我完全無法表達)。 醫生居然用非常輕蔑的語氣說： 「當然啦，誰叫妳剛才舌頭一直要彈起來，所以要用工具用力壓住才行啊！」 我聽到這些話真的覺得不可思議，很難過，或許她覺得我這麼怕看牙醫很可笑，但是作 為一名醫生最基本的就是要有同理心，而不是只想著賺錢擺出高傲姿態吧。 一個人騎車去看牙齒，當下內心真的很受傷，最誇張的是，我去洗手間照鏡子， 牙齒上居然還有一點點血，我真的覺得很扯 離開前，我特別向櫃檯小姐索取剛才那位醫生的名片(我一開始沒有指定哪位醫生)， 櫃台小姐還親切地拿給我，大概以為我以後要指定她吧…… 事實上我是要把她的名字記下-張X靜(陽明大學牙醫系畢業)，再也不會來了！
,大明牙科醫生跟護士都親切噢!目前戴白色的牙套
,中壢 良昇 這家缺點是醫生在弄牙齒的時候 護士會跟你聊天..我嘴巴裡有儀器不能說話 頭也不能亂點 怎麼跟你講阿..
,黃醫師溫柔好相處，護士們也很親切，不會收錢就
,我覺得名揚就不錯 不會感覺隨便看 然後也很認真治療 不會有些牙醫 要你一直去 是年輕醫生，需要磨鍊，但很老實，可以處理的，會很細心 無法處理的，也會盡量回答病人的問題，不會硬留病人處置
,內壢國小旁的杜牙醫 從小看到大
,新中北路上，逢良牙醫。要預先預約~ 
,汎美很讚！！！
,我都去康碩(中山東路靠近天橋那) 醫生與環境感覺很Nice
,中壢超凡牙科，技術好、有良心、一顆牙套約5000左右
,我推弘恩牙科的張醫師 自己是在那邊做的~
,"復興路上的弘恩牙醫的張醫師,專長就是矯正,客人超多"
,我個人是推薦內壢國中那邊的康雅牙醫ˊˋ自強六路41號 以前給他們拔牙過 還OK的！
,"我也推康雅，另外推一位姓""姬""的女醫生，技術不錯而且人又很和善客氣，對病人的問題會很詳細的回答 :）"
,五月的一天晚上在補習的時候突然牙痛指數爆表 撐不下去的我，就立即收拾書包準備去看牙醫 但是當時已經將近九點，沒有時間讓我跑去我所習慣的牙醫看診了 所以我便像無頭蒼蠅一般在中壢市區騎車亂晃 當時卯見在劉媽媽菜包那條路上（我是路痴，真的不知道那條叫什麼路） 兩間全國電子中間發現這家燈光微弱的牙醫 就奮不顧身的衝了上去～～ 當時我一進去就說：護士小姐，我牙痛想要掛號！ 小姐說：我幫你問問醫師願不願意（當時醫生正在處理其他病患）　醫師點頭 我交了掛號費跟健保卡後，當下痛到坐不住，又問：請問要等很久嗎？ 小姐說：醫生說會幫你看囉，別擔心！ 當下的我只是怕要等太久受不了想換別家 但護士小姐似乎誤會我的意思以為我怕耽誤他們下班時間，讓我覺得自己真的好壞＞＜ 後來醫生幫我細心的看診之後，我仍因門齒牙痛受不了請求醫生幫我開止痛藥 沒想到開完藥的醫生又幫我再檢查一遍 還把一個幾乎不可能造成我疼痛的臼齒洞也補起來了 當時的我真的很怕因為耽誤牙助小姐的下班時間而讓她不爽ＸＤ 但她也是很客氣地完成她的工作 至於前幾天再診，我的牙齒們也是受到醫生很細心的照顧！ 而我很在意的補蛀牙的部分也是補得相當好看，所以就讓我默默跳槽了 在此推薦給板上的各位啦：）
,煥生牙醫的爸爸也是醫生(小兒科、內科) 我家是被他看到大的
,我推薦自強國中對面智康牙醫，雖然在後站，技術真的不錯
,推智康~ 自強國中對面
,推智康醫生技術好又細心 離火車站約15分鐘內會到
,之前去智康態度沒有很好..
,推自強國中健昇牙醫 不會亂拔牙 只是人很多要等
,掛完號 等了前一個人看完之後 就輪到我了 我一上診療台 就和醫生說 我覺得我那顆智齒好像怎樣怎樣 我自己講了一堆 因為我很緊張壓 不過醫生就說他幫我看看 看了之後 醫生說 其實是因為我上面的智齒都在咬我下面的牙肉 因為我的牙肉空間不夠大 所以其實痛不是我下面得智齒在痛 我其實還蠻驚訝的 因為之前的牙醫都沒有和我說過:( 話說這時候醫生還很壞心的戳我的牙肉 跟我說就是那在痛XD 我本來以為今天不能拔 有的醫生會喜歡拖很多次 不過醫生說 今天拔okay 因此都先幫我照X光 先幫我看牙齒的位置 照完之後 上診療台 醫生幫我打麻醉 這時候他還適時的提醒我要放鬆 才不會更痛 結果就叫我把嘴吧弄小一點 用鑽頭鑽鑽鑽 馬上就幫我把牙齒拔下來了 醫生說不用到十分鐘的時間 我覺得根本連五分鐘都不到吧!!!!!!!! 我整個覺得我之前拔那麼久都不知道是怎麼回事:( 現在大概過了一小時 其實還蠻不痛的 只是嘴巴有血味 腫腫的 大致上還蠻推薦全家福牙醫 因為拔牙很快 而且醫生其實還蠻好的 都會說這時候痛不痛 還有會跟我說我牙齒上有什麼要注意!!! (應該說 因為我小時候矯正過 所以我門牙很容易髒髒的 他有跟我說怎麼樣比較好 因為以前的醫生都會類似幫我貼牙片的東西 不過其實只是暫時的 全家福的醫生 有和我說最好是定時看 這樣比較好 不要仰賴牙片) 中間還有一個插曲是 因為我在台北是住什麼路 我填在單子上 醫生還問我說是不是給什麼醫生拔智齒的XD 我沒想到醫生連我們家那邊有什麼醫生都知道呀 酷斃了 今天 我家閃光也是給全家福的醫生看 我覺得他們比較有良心 因為閃光之前給佳新看 (就是中山東路上要等很久的佳新牙醫) 好像抽神經都要分很多次 不過全家福的醫生說盡量一顆一次用好 我覺得至少比較有良心吧 不過分很多次賺 (雖然我不知道我的理論對不對 不過我自己是這樣認為) 至於 我看到上面有版有說到為什麼智齒很正還要拔掉 我覺得可能是因為智齒很容易刷不乾淨 很容易蛀牙 而且醫生也有提到說 智齒好像是算沒有用的牙齒 所以建議拔掉吧 才不會以後有影響或者是住掉的可能性 不過我也不知道我說的對不對 總之去問看看醫生應該比較好 大致少就是這樣囉 這文章真是落落長XD
,大推啊，抽神經兩次診斷就ok，只差假牙套了
,有時候我去時裡面沒病人 在外面就可以看到醫生站著看電視並做些伸展運動 真的很像沒客人上門的老闆XD
,重點是 裡面掛號超陽春的 用手寫 反正醫生真的很棒~只是很不解 這家人不多?! 不過人少比較好...不用等-.-
,晚上人比較多 我下午去常常都沒人
